voteAccount,stakePriority,totalActivatedStakeSol,bondBalanceSol,bidCpmpe,marinadeStake_709,marinadeStake_710,stakeChange,stakeChangeAbs
4VYA9PECtNzDRXNHKepzMprS1Y6nxKF4oRRnwkJqQZys,33.0,49001.166,107.061,0.325,80492.408,134972.083,54479.676,54479.676
37Fz6yZjFdZS6DDsJSsswX5kSvunaZQtQ5zusC3y9V7S,33.0,196.153,110.302,0.325,82929.192,136890.091,53960.899,53960.899
FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9,90.0,248137.644,105.088,0.172,104391.397,55269.346,-49122.051,49122.051
HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY,78.0,238046.737,113.379,0.169,111365.971,63814.234,-47551.737,47551.737
7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj,97.0,105915.253,106.318,0.145,109597.353,63912.75,-45684.603,45684.603
DepooLoEUsBurWjv2xXnb4qfVFnExRCvAma94mcRzcmc,73.0,291363.66,218.457,0.2,100000.0,141699.989,41699.989,41699.989
49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru,25.0,322131.846,97.898,0.35,71659.229,30847.515,-40811.715,40811.715
GbC2vzt6S2HsUAJ46Qfh3aoG6oB9y3V4T7XD7914K5na,75.0,150531.962,126.937,0.175,123648.606,84344.661,-39303.946,39303.946
A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,85.0,192086.014,108.827,0.18,106414.053,69950.036,-36464.017,36464.017
GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP,51.0,271824.112,42.399,0.3,33486.188,15.276,-33470.912,33470.912
P4f3F3VfMhKvpGQXg2MuvLfWmZui41gvcH9XKtYDiFX,82.0,61616.84,102.703,0.183,99840.399,71963.95,-27876.449,27876.449
5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,88.0,64778.928,118.884,0.175,117396.121,89921.129,-27474.991,27474.991
39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw,53.0,293701.543,210.48,0.3,166464.077,139481.525,-26982.552,26982.552
HWeDLvzf8PhbYCuNFXB9E3fiCaz8RCtHW8b52iPAboCJ,63.0,186108.817,124.278,0.25,106571.002,79748.024,-26822.978,26822.978
6xwWwNVXJLGhgPfBpew7UDcSjQr73McXSRK2EhdhcL1u,87.0,48889.297,110.805,0.178,108773.246,83246.187,-25527.059,25527.059
A11pGbZDE8fPNZgiqDjoST6v3QMdhzZ3r8W5YahCKtS5,30.0,50021.077,86.772,0.331,64645.098,40822.346,-23822.752,23822.752
AMvyqeuRBxcDuy38MuGtPksvBtpuT3NPyoiVBDbzza6P,64.0,74082.874,27.929,0.273,23496.301,19.771,-23476.53,23476.53
GPjDwfsmy8A8ZpPHB4uTwZQhPnbA3mRQeRsY58uXqeDy,45.0,33099.475,99.739,0.31,76717.526,100000.0,23282.474,23282.474
DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D,16.0,325017.98,193.82,0.355,139605.518,117423.288,-22182.23,22182.23
G1itch7djMvG4vMRToAgs45cVqrLGKFbzrgV4qNDsG1X,43.0,157201.782,64.705,0.35,48202.051,26149.757,-22052.295,22052.295
8rP6iyELBNkHabaNXvMJKEt7tgNSKeExT1w6AQUJbyz,33.0,7498.774,160.167,0.325,120418.764,142145.155,21726.391,21726.391
1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE,20.0,269346.049,99.247,0.36,59500.0,38004.983,-21495.017,21495.017
93cas2LuLsSAGPpFvHdeaWprR34NLQbgiQEeAtizpMmz,59.0,91172.308,41.588,0.3,33474.733,12007.748,-21466.985,21466.985
A2MtELFxn9wAiUrobrZ6vsypQtGHdH3ZesEnvAogvuFZ,60.0,216046.17,49.152,0.27,40751.278,19930.833,-20820.445,20820.445
DrCcHpAWj8a4JU99QKtwfCynzdhgQeuieAY9WadZD5Ry,43.0,95255.369,74.193,0.35,55270.402,35162.626,-20107.776,20107.776
BXNW9ysAB9ksEDidcNWraaFkMeA88q6xzFRSyNnGvQYC,4.0,134008.8,61.714,0.5,37117.434,18477.21,-18640.223,18640.223
FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp,41.0,252598.788,193.945,0.33,146437.894,129003.966,-17433.929,17433.929
EreifamaYZ1cAtegv5hJFgRSqDQg3i6uRamWXfYuJeC8,14.0,88119.804,135.685,0.4,94070.814,76764.698,-17306.116,17306.116
EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey,12.0,246810.281,71.385,0.375,49977.726,34224.713,-15753.013,15753.013
DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,2.0,174931.896,25.21,0.5,15005.101,6.564,-14998.537,14998.537
FqavJAnX2ioPssR7NkZnSU65fVLCr3AgnghuBKfSnePE,57.0,4105.472,44.431,0.265,36717.231,47414.716,10697.485,10697.485
7YCDRyGNn8g3WgZg25JLB9wKuERMkj99AFc8zHAQVwSt,58.0,9578.684,49.384,0.263,40945.682,51046.543,10100.861,10100.861
8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf,19.0,186523.788,109.12,0.347,75000.0,85000.0,10000.0,10000.0
HG574XwiowrjLx8h91KhHUhPeMfmUPBLfC9XrXynj9x,53.0,12744.401,31.061,0.3,10000.0,0.0,-10000.0,10000.0
7zFvisPXq7xCFoSAL4oxZhRpDonmf8NxQFuLNGW4UYFh,46.0,31548.211,88.535,0.32,67963.845,58262.34,-9701.505,9701.505
4gg56BTsCSEXW3CLw7BuT31x3ptEjSz6aeVE1Xjby22R,43.0,53361.232,33.7,0.35,25104.829,16122.32,-8982.509,8982.509
HkK6U5e8HkTs5uE7VEWQ2H3NuznjLF1mpoRVjzdDgfF5,26.0,168039.227,26.33,0.353,19237.389,10490.702,-8746.687,8746.687
6wrzzX8hhhwY8NVtZWJqYJJfqnkDiFq6qTZEKLv3SjZk,62.0,3892.606,38.218,0.25,32385.95,40146.014,7760.064,7760.064
3d86H85gXsgFr7qu9hwCdPn4xHtWmw37QXjEiFc1wB63,33.0,12829.695,178.202,0.325,133978.409,126730.535,-7247.874,7247.874
He4AUUbyUciqmWuAga11ucr2tM64GA3NqFXYEPmHPv6t,79.0,103081.815,45.061,0.172,44151.937,37252.705,-6899.232,6899.232
8gJCfKzr55gM6DtAaFqoWjBGAmsJ71mpHem6qJAASBU4,18.0,73142.477,116.563,0.35,84461.233,77711.621,-6749.612,6749.612
A9YmK82uhCXieM9Cw9gN7W1F2KCxa8U1ArA6qxnyYcXQ,17.0,110037.831,88.477,0.351,64017.032,57803.755,-6213.277,6213.277
8CKQeLWLkFXD9kg2U4y238i4eQrAxsoVtNA1dAtysbfJ,86.0,89606.264,59.625,0.165,59233.995,65343.11,6109.115,6109.115
3zxkHtntSzfW2rukRFqhN9SDPzqicvF6WwN6yDwdSvxQ,98.0,2597.743,29.319,0.16,29836.041,35608.114,5772.073,5772.073
3teZKwABvB99bxZc5q8yVWJt5mbhxgUAx4teMdUbzgN4,5.0,19718.135,13.139,0.45,8408.205,2736.296,-5671.909,5671.909
4mUZWLYoo16fe2S2xZ1DdXZHBxynRWBAf3prokBQsxac,81.0,90355.976,60.008,0.17,59028.427,53686.794,-5341.633,5341.633
4v2os15BGgAnqiy76YvPmAywp5xKh9jfBPfnQGzUVc9c,37.0,290815.635,176.701,0.36,129720.005,134817.394,5097.389,5097.389
CJznrtFkWvkK91W57btS77cXqRKce3DcoX8KXRp2WzpR,52.0,188627.618,98.959,0.302,78125.207,83211.796,5086.589,5086.589
SoLdWNZvT8f9293cELNBcPL3XLzsKCyG4AFmvqwXbmq,15.0,47601.626,104.952,0.4,72763.748,67823.919,-4939.829,4939.829
8wEfU2LDRFTJf57fv1FutTkp8LEW7cR2m5L7ZNNXXMCT,61.0,3355.921,54.423,0.254,45807.795,50000.0,4192.205,4192.205
BrRf2kyJEuW8TgdeDjvJcKK4NzTzRtM9RB6WuVKXHxkN,67.0,233123.81,127.399,0.251,74000.0,70000.0,-4000.0,4000.0
53fAQnWfTPoTQUb3AwPsUZsTTe4djRHmW8U8yztvVF8G,38.0,70377.473,45.027,0.34,33608.152,30550.835,-3057.317,3057.317
BLX5PkLh7GsHaqCpLDxiW3UjxfT2GMyteVAhRZBYhCts,23.0,37930.849,22.233,0.355,16196.491,13321.667,-2874.824,2874.824
4aFj9VyXDrqU4TnKWnMVuPaAVTaF4GZLLKZN2iZivW29,22.0,79938.28,27.756,0.36,20116.513,22987.83,2871.317,2871.317
BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo,6.0,225233.737,46.851,0.41,20000.0,22747.082,2747.082,2747.082
91413b9eEvG6UofpSgwdUgH9Lz4QBF1G3J325Bw7JwGR,50.0,40199.706,15.796,0.3,12411.055,9808.22,-2602.834,2602.834
D8aGMETy3q6ymADJs7YS81QY2qTQmptVox3iCfGDgSTA,31.0,323290.744,144.047,0.33,100000.0,97544.75,-2455.25,2455.25
AShjuYEE1bTBar9HGJehw3FgzibJuVwuP846guzbjRPM,11.0,122390.857,75.944,0.375,53104.975,51071.101,-2033.874,2033.874
C6o1toH7rriz2DocmgTw6JzFbJdLpQ9w2QsjeKQQinfZ,75.0,88212.798,64.382,0.175,62713.789,60705.814,-2007.975,2007.975
EARTHZeTM64X3UMYf5rcWonQkTCn3uifEwutBx6e656K,99.0,151768.917,161.805,0.16,15000.0,13198.0,-1802.0,1802.0
AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,83.0,252116.959,111.537,0.165,110401.892,111697.234,1295.341,1295.341
CyxKaD6TayfbCRx6mSrLpPY1YSLofdVZKA6BSThXWfXS,33.0,13843.994,181.728,0.325,136629.398,135665.56,-963.838,963.838
Fbnesg4kSDDoFbjaSiDQJ3GXHHAnNb1CJCgLQp4dxj4C,24.0,122849.907,48.647,0.375,34938.482,35852.622,914.14,914.14
7wqiBhRVEkbV3A8LbR9W1eNb5s27CBwoRCVro1okB6ew,3.0,44520.214,1.167,0.51,692.205,0.0,-692.205,692.205
3UmhLuNdgE2NYDSfXmbu5DhPRxWUK8JwiRcG6tXV4JGc,66.0,60704.423,36.572,0.23,32475.154,32104.177,-370.977,370.977
9esjPxaUdD7yg4yDrBkP3jLipcAGVjpLDXsddF89avzW,27.0,76232.772,51.114,0.35,37462.13,37616.89,154.761,154.761
FGj3nQTn2Lwe9KkaKnFGm4HcxLSh8B8TjpvP4CinP4iX,27.0,152606.78,51.276,0.35,37580.992,37720.576,139.583,139.583
3FLezD8GJgnawEHhZcsjdPxZVar9FzqEdViusQ5ZdSwe,27.0,32179.5,50.936,0.35,37331.86,37397.279,65.419,65.419
5akpkYincAbsTBXVbf2GDCg4KatMnc8BKkXZCh7MWGPK,10.0,205643.642,0.008,0.4,5.342,1.587,-3.754,3.754
5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU,49.0,223249.573,0.0,0.294,0.0,3.681,3.681,3.681
21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB,7.0,222746.278,0.009,0.42,5.97,3.246,-2.724,2.724
eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym,54.0,215920.064,0.0,0.3,0.0,1.844,1.844,1.844
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,96.0,100233.133,0.003,0.16,3.334,2.375,-0.959,0.959
BXf5pMTSWJdfwaiRYpwJjkTUuUe2sdvcJx7X7UNbyGe1,72.0,71308.875,0.0,0.221,0.0,0.0,0.0,0.0
GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi,76.0,186099.55,104.409,0.183,12000.0,12000.0,0.0,0.0
yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,13.0,287617.938,117.26,0.37,70000.0,70000.0,0.0,0.0
Gvt8s5Bwnhg4G27VbnT1Zkfh7Jsztq6CNvZcc5anPonS,95.0,37125.179,0.0,0.18,0.0,0.0,0.0,0.0
Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp,93.0,215861.026,151.64,0.17,10000.0,10000.0,0.0,0.0
GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT,70.0,224863.685,43.869,0.21,20000.0,20000.0,0.0,0.0
8ZvTbWfA7txjkNubA9jnv8CWQtwbaZSzpf7vaDDcxMr5,77.0,68767.245,54.894,0.17,0.0,0.0,0.0,0.0
8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P,91.0,205264.326,89.009,0.161,30000.0,30000.0,0.0,0.0
Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH,8.0,288566.977,142.054,0.399,80000.0,80000.0,0.0,0.0
5mSBnz3zNSVzXQHxBmrTLESynukH2JHVcCN14GHtVsWD,15.0,245725.723,101.874,0.4,35000.0,35000.0,0.0,0.0
BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5,71.0,290778.62,0.0,0.22,0.0,0.0,0.0,0.0
8ztfVJM7Yf7CMXqTGMGBkXmTkGCiJTgVfh1CYDZZND5b,32.0,29303.186,49.698,0.36,10000.0,10000.0,0.0,0.0
3dXXxEaV4fZqw1PL7VezfDkiJV5W4WTtRjh2EHgKSthF,69.0,16749.586,10.195,0.249,0.0,0.0,0.0,0.0
HC1NSDR9cbBeQ8V1XJ62VNceUAbjGdnCcH7f5wVFVZw3,68.0,74495.055,0.0,0.23,0.0,0.0,0.0,0.0
HU4xMHgk192zcjHgyPQ3ZbuNx5Wycg89pFDbeuCKBV3B,29.0,35036.844,95.464,0.37,30000.0,30000.0,0.0,0.0
BtUD8v5vEXJ8CSUo2qQq4vqQxKSiLKUp1bxeeGLJsPXM,28.0,14302.811,50.015,0.35,10000.0,10000.0,0.0,0.0
FxQLh2b8JnBFwPw325tix5x6BEJ7ibmqz2LyKLZWiGAX,28.0,27687.537,39.933,0.35,20000.0,20000.0,0.0,0.0
GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi,28.0,227382.736,74.103,0.35,12288.0,12288.0,0.0,0.0
GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9,28.0,232948.646,72.638,0.35,25000.0,25000.0,0.0,0.0
BBGumW2W9u8NEpkKeK4Gq1dCL2dUzAcLVPoPFYHwHHjm,34.0,228965.643,74.457,0.341,10370.0,10370.0,0.0,0.0
HMLfMHdETcGSqPGAr38rSiwewsSZvLPMMPALc5pggtiW,35.0,29593.179,34.776,0.361,20000.0,20000.0,0.0,0.0
ESaLvDNR7FVdf4sR1edjAGN678ts24s8VGirvPq9q7H3,36.0,28564.612,49.692,0.36,10000.0,10000.0,0.0,0.0
3tjGkvUsNEk8UBUQECCTpeAoo6NovHvEG44MZDPCcZko,36.0,27825.06,35.017,0.36,10000.0,10000.0,0.0,0.0
Anv7J9kMdJWr1aU6rQvQyd24zBp5GscP8NeDpRqGKz8e,36.0,27653.052,110.441,0.36,10000.0,10000.0,0.0,0.0
EtkzFbZak1QuZUTK6woX41dhjtguoeQsh9Xh1VRVNeGv,36.0,20770.076,50.029,0.36,10000.0,10000.0,0.0,0.0
AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc,39.0,227125.566,74.701,0.335,10250.0,10250.0,0.0,0.0
5kYPCTLoF2y7cynJEuv5LVaTPpLoPbcxiCYKk3KKcB1C,40.0,151475.345,120.083,0.333,65000.0,65000.0,0.0,0.0
2qsJLygBZ2XoYkRtkngH4fH4CtFmzfnjARbtMSWkZAQs,42.0,95087.592,127.911,0.331,87000.0,87000.0,0.0,0.0
ADmLWUm2eQ3KFijFbqa4bVfiLVmW5iqjStE5b8Wbti1y,43.0,56905.001,116.068,0.35,80000.0,80000.0,0.0,0.0
8Rs4wJJVFaRmARmwSvsVSAcSsUb9ZJD4USejuHm974hH,43.0,28663.117,0.0,0.35,0.0,0.0,0.0,0.0
Fxnh7reapaQPZdbLPpFG1svuEGcJvibnT1Q4N8h11g4A,43.0,1508.772,29.296,0.35,10000.0,10000.0,0.0,0.0
9V3mbi8z9MHicFQN9n9CGEMfuX4yKaBjJNuzyTUxaWXi,25.0,36582.527,76.24,0.35,50000.0,50000.0,0.0,0.0
CaraHZBReeNNYAJ326DFsvy41M2p1KWTEoBAwBL6bmWZ,25.0,192602.564,144.599,0.35,100000.0,100000.0,0.0,0.0
DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY,25.0,303237.755,111.463,0.35,80000.0,80000.0,0.0,0.0
3M4QYXfFM64wqSpSeQZWA6PJNmR6QQtF64BLzA9SG7ZD,48.0,92593.202,86.925,0.31,40000.0,40000.0,0.0,0.0
H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo,25.0,313062.439,143.559,0.35,90000.0,90000.0,0.0,0.0
2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH,25.0,314170.191,143.106,0.35,90000.0,90000.0,0.0,0.0
5nkSzU4oVSDdxZvorYwxz6BQab2VfmHbdA9AnpYVkAL7,55.0,1116.47,99.952,0.28,0.0,0.0,0.0,0.0
5csconnhG1Z2JBGoACCiFyrhCg31pAecXa3ugymbyMw5,21.0,28634.405,49.998,0.38,30000.0,30000.0,0.0,0.0
8F4e1nbeC6hn9jkojtboERZGaafxUUtsqUy3MKJLohkh,63.0,32010.182,122.715,0.25,97000.0,97000.0,0.0,0.0
GstRMuD8ZU61k7x33rSsp2J84S8bQMjK17pmJyXCdh7b,21.0,29032.497,50.005,0.38,10000.0,10000.0,0.0,0.0
BNYVMkawH7ekKdbZ7NHqd7duLVc6QLATHYf5aqMkwjec,65.0,25809.344,101.363,0.23,0.0,0.0,0.0,0.0
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,66.0,58340.775,0.0,0.23,0.0,0.0,0.0,0.0
FdGcvmbpebUwYA3vSywnagsaC3Tq3pAVmcR6VoxVcdV9,1.0,175401.702,10.293,100000.0,0.051,0.052,0.0,0.0
